n,n_pos,n_groups,n_splits,roc_auc,pr_auc,fold_auc_mean,fold_auc_std,fold_aucs
152,47,152,5,0.7262411347517731,0.4697276224007839,0.7718060643060642,0.09372895276090448,"0.771429,0.670833,0.878307,0.663462,0.875000"
